         x         y         z
     0.314     1.283     0.088
     0.301    -1.719    -0.044
    -1.271    -0.210    -0.934
     1.853     0.030     0.960
     0.185    -0.648     0.147
     1.922    -0.346     0.883
    -0.674     0.155    -0.617
     0.550    -1.829    -0.133
    -0.028    -1.150    -0.011
     0.612    -0.914     0.351
     0.075    -1.375     0.015
    -1.262    -0.477    -0.846
     1.168    -1.524     0.043
    -0.166    -0.952    -0.096
    -0.756    -1.890     0.216
     1.515    -1.719    -0.148
     1.872     1.316     0.241
     1.191     0.977     0.520
    -1.152     0.078    -0.911
    -0.011     1.234    -0.003
    -0.947     0.007    -0.811
    -0.165    -0.272    -0.158
     0.060    -0.452     0.054
     0.774    -1.394     0.123
    -0.235    -0.129    -0.231
    -0.758     1.007    -0.367
     1.273     0.010     0.956
     0.990     1.977    -0.330
     1.789    -0.987     0.538
     0.865     0.927     0.457
    -0.240    -1.566    -0.001
    -0.459    -1.686     0.051
     0.772     0.500     0.612
    -0.637     0.724    -0.446
     0.795    -1.878    -0.216
     0.553     0.623     0.426
    -0.401    -0.119    -0.387
    -1.446     1.124    -0.429
     0.689     0.231     0.619
     0.658     0.838     0.409
    -1.243     1.708     0.129
     1.996    -1.547     0.022
     0.094     1.446     0.012
     1.039     1.044     0.433
    -1.904    -1.769     0.186
    -1.549     1.658     0.087
     1.843     0.869     0.622
    -0.332    -1.607     0.012
     0.844     1.343     0.169
    -0.217    -0.923    -0.130
    -0.714    -1.338    -0.151
     1.899    -1.460     0.105
    -1.551    -0.739    -0.739
    -0.073     0.398    -0.067
     0.336     1.780    -0.068
     1.303    -1.481     0.087
    -0.605    -0.253    -0.551
     0.465    -0.577     0.376
    -1.774     0.255    -0.948
     1.052    -1.070     0.417
     0.123     1.264     0.037
    -0.689    -1.794     0.141
     1.384    -0.152     0.971
     0.143    -0.532     0.123
     0.378     1.794    -0.082
     1.610    -1.653    -0.082
     0.482    -0.355     0.435
    -0.651    -0.772    -0.434
     1.097    -1.645    -0.066
     0.772     0.416     0.638
     0.447    -0.393     0.399
    -0.530    -1.208    -0.180
     0.469     1.371     0.090
    -0.495     0.194    -0.466
    -0.397     1.590     0.007
    -1.508    -0.590    -0.830
     0.751    -0.999     0.369
     1.854     0.898     0.598
    -1.309     1.542    -0.028
    -1.316    -0.102    -0.963
    -0.859     0.327    -0.717
    -1.211     1.418    -0.142
    -1.643     0.421    -0.910
     0.604     1.459     0.063
    -1.830     0.248    -0.937
    -0.155     1.210    -0.054
     1.283    -1.257     0.296
     0.795    -0.746     0.524
     0.050    -1.496     0.004
    -0.107     1.807     0.025
    -0.653    -0.539    -0.521
     1.876     0.216     0.932
     0.449     1.844    -0.117
    -0.093    -0.549    -0.079
     0.665     1.791    -0.135
     1.654    -0.955     0.576
    -1.609     1.805     0.232
     0.702     1.209     0.229
     1.289    -0.878     0.613
     0.317    -0.142     0.309
     1.662    -1.840    -0.265
    -1.175    -0.389    -0.854
    -0.406     1.040    -0.200
    -0.053    -0.176    -0.053
     1.350     1.397     0.168
    -0.330    -1.476    -0.031
     0.960     0.433     0.744
     1.901     0.521     0.821
    -1.209     1.825     0.235
    -1.533     1.832     0.258
    -0.166    -0.554    -0.141
     0.132     0.739     0.097
    -0.116     0.376    -0.108
     1.811    -0.197     0.952
    -1.147    -0.288    -0.874
    -0.991    -0.822    -0.569
     1.307     1.581    -0.010
     1.001    -1.231     0.281
     0.436    -0.965     0.240
    -0.015    -1.099    -0.007
    -0.039    -1.329    -0.009
     1.767     1.098     0.447
    -0.615    -0.232    -0.561
    -0.553    -0.086    -0.523
     1.602    -1.952    -0.372
     0.027     0.201     0.026
     0.208     0.975     0.116
     0.805     0.973     0.406
    -0.026     0.506    -0.023
    -0.347     0.137    -0.337
     0.577    -1.489     0.045
     0.685     0.586     0.527
     1.688     1.103     0.448
    -0.660     1.314    -0.156
     0.624    -1.224     0.199
    -1.682     1.482    -0.088
    -0.154    -0.512    -0.134
    -1.403     1.726     0.153
    -0.866    -1.328    -0.183
    -0.371     0.525    -0.314
     0.341    -1.786    -0.071
     1.865     0.971     0.540
    -0.163    -0.299    -0.155
    -0.852     1.456    -0.086
     0.384    -1.374     0.073
    -1.920     0.288    -0.901
     1.405    -1.302     0.262
    -1.136    -1.614     0.039
    -1.453    -1.566    -0.004
     0.310    -1.411     0.048
    -0.337     1.809     0.078
    -0.168    -1.800     0.038
    -1.240     1.703     0.124
    -1.007    -0.733    -0.628
     1.636    -1.947    -0.367
    -1.857     1.471    -0.096
    -0.199     1.479    -0.018
    -1.228     1.900     0.305
     1.073     1.741    -0.149
    -1.896     1.278    -0.273
    -1.061     1.875     0.262
    -1.759    -1.798     0.221
    -0.185    -1.761     0.035
    -1.011     1.698     0.108
    -0.427    -0.812    -0.285
     1.402    -0.315     0.937
    -1.441     1.030    -0.510
     0.965    -0.870     0.530
     0.176    -0.875     0.112
     0.969     0.332     0.779
     1.091     1.775    -0.180
    -1.983     0.266    -0.884
     1.442     1.907    -0.327
    -0.266    -0.103    -0.262
    -0.363    -0.779    -0.253
     0.157    -0.701     0.120
    -0.309    -1.155    -0.123
     0.598     1.666    -0.054
     0.932    -1.242     0.259
    -0.032     1.164    -0.013
     0.351    -1.482     0.031
    -1.799    -0.761    -0.705
    -0.522    -0.470    -0.444
     0.772     1.251     0.220
    -1.335     0.823    -0.661
    -1.247    -1.239    -0.308
     1.445    -1.050     0.493
     0.243     1.944    -0.088
     1.256     0.306     0.907
    -0.781    -1.030    -0.362
    -1.219    -1.523    -0.045
     0.860    -0.633     0.611
     0.112    -1.923    -0.039
    -1.818     0.153    -0.958
     1.154    -1.677    -0.097
    -1.960     1.103    -0.417
     1.935     0.449     0.842
    -1.761    -1.327    -0.237
    -0.621     1.804     0.135
     1.139     1.059     0.445
     1.836    -1.346     0.215
    -0.499     1.546    -0.012
     1.296     1.707    -0.131
     1.945    -0.156     0.920
    -0.551     1.500    -0.037
     0.895    -1.468     0.080
     0.187     0.608     0.152
    -1.831    -1.185    -0.363
     1.793     1.682    -0.108
     0.894     1.957    -0.293
     0.080    -1.796    -0.018
     1.999    -0.970     0.514
     1.528    -1.563     0.008
    -1.920    -1.793     0.207
     0.309    -1.864    -0.088
     0.074     1.790    -0.016
    -1.286    -1.129    -0.410
     1.130     0.241     0.878
     0.699     0.443     0.581
     0.994    -1.783    -0.176
    -0.435     0.065    -0.420
     0.177    -0.089     0.175
    -0.302    -0.548    -0.254
     0.227    -0.126     0.223
    -0.033     1.434    -0.004
    -0.191    -1.743     0.033
     1.773    -1.985    -0.394
    -0.328    -0.484    -0.285
    -1.439    -0.247    -0.961
    -0.195    -1.756     0.036
    -1.809     0.564    -0.821
    -1.183     1.075    -0.441
     1.052    -0.236     0.844
    -1.160     0.329    -0.867
     0.767     0.867     0.449
    -1.946    -1.250    -0.293
     1.981    -0.030     0.916
    -0.037    -1.395    -0.006
     0.560     1.123     0.230
    -0.276     0.560    -0.231
    -0.743     1.491    -0.054
     0.345     1.802    -0.077
    -1.764    -0.965    -0.559
     0.884    -0.871     0.498
     0.239    -0.580     0.198
    -0.819    -1.422    -0.108
    -0.448    -0.383    -0.401
    -0.732    -1.182    -0.254
     0.731     0.266     0.644
    -0.036    -1.033    -0.019
    -1.814     1.606     0.034
     1.308     1.137     0.406
    -1.106    -0.858    -0.585
    -0.242    -0.817    -0.164
     1.198    -1.953    -0.347
    -0.096     1.798     0.022
    -0.727    -0.696    -0.510
    -1.493    -1.774     0.202
     0.722     0.925     0.398
    -0.464    -0.428    -0.407
    -0.342     0.870    -0.217
    -1.348    -1.606     0.034
    -1.736    -1.678     0.106
    -1.150     0.758    -0.663
     0.365     1.770    -0.071
    -0.304     0.227    -0.292
     1.790     1.418     0.149
    -1.825     0.676    -0.755
    -0.445    -1.070    -0.207
     0.496     1.488     0.039
    -1.236    -0.224    -0.921
    -0.745     0.817    -0.464
     0.609    -1.531     0.023
     1.861     1.727    -0.149
     1.688     0.660     0.785
     1.603     0.521     0.867
    -1.070     1.752     0.158
     0.387     0.169     0.372
    -1.526    -1.167    -0.393
    -0.840     1.939     0.268
    -1.671    -0.100    -0.990
    -1.860    -0.595    -0.794
     1.116    -0.297     0.859
     0.069     1.360     0.014
     1.393    -0.863     0.640
     0.747     0.417     0.621
     0.738    -0.240     0.653
    -1.613     1.738     0.167
    -1.711    -1.326    -0.240
    -1.491    -1.288    -0.278
     1.327    -1.402     0.163
    -0.830    -0.046    -0.737
     1.124    -0.188     0.886
    -0.719    -1.822     0.163
     1.303    -0.865     0.625
    -0.565     1.825     0.135
    -0.198    -0.114    -0.195
    -0.623    -0.524    -0.505
    -1.503     1.441    -0.129
    -0.416     1.625     0.022
     0.614     1.578    -0.004
    -0.007     1.233    -0.002
    -1.494     1.667     0.096
    -0.569    -1.096    -0.246
     0.943    -0.612     0.662
    -1.439    -1.752     0.178
     1.136    -1.381     0.171
    -1.546    -1.467    -0.103
    -1.412     0.182    -0.971
    -1.103     0.174    -0.879
    -1.127     0.443    -0.816
     0.640     0.082     0.595
     1.375    -1.011     0.521
    -1.430     1.845     0.268
     0.727    -1.112     0.295
     1.259     0.657     0.754
    -0.978    -1.690     0.098
    -0.093    -0.155    -0.091
    -1.904     0.185    -0.929
     1.083    -1.380     0.168
    -0.348    -0.005    -0.341
    -0.100    -0.499    -0.088
    -1.611     0.721    -0.751
    -1.420    -1.618     0.047
     0.298    -1.970    -0.114
     0.004    -1.154     0.002
     0.718    -0.098     0.655
     0.429    -1.650    -0.033
    -0.463    -1.138    -0.187
     0.358    -1.803    -0.081
    -1.410     0.938    -0.584
     0.720    -1.051     0.327
    -1.007     0.641    -0.677
    -1.260     1.571     0.000
    -0.374    -1.977     0.144
    -1.256     0.797    -0.665
    -1.624     1.920     0.342
     1.234     0.635     0.760
    -1.118    -0.192    -0.883
     2.000    -0.872     0.585
    -1.593    -1.255    -0.310
    -0.862    -1.717     0.111
    -0.833     1.694     0.091
    -1.709     1.648     0.077
    -1.313     1.709     0.133
     1.229    -0.598     0.779
    -0.501    -1.231    -0.160
    -1.412     0.916    -0.602
    -0.144    -0.689    -0.111
     0.106    -1.307     0.028
     0.744    -0.754     0.493
     1.106    -0.354     0.838
     0.526    -0.991     0.275
     0.262     0.900     0.161
     0.599    -1.769    -0.111
     0.106     0.577     0.089
    -1.268    -0.403    -0.878
     1.797    -1.581    -0.010
     1.864    -1.595    -0.023
    -1.686     1.998     0.411
     1.711    -1.017     0.521
    -1.159    -0.469    -0.817
     1.369     0.996     0.533
     0.949     1.934    -0.289
    -0.606    -1.526    -0.026
    -1.986     1.153    -0.371
     0.733    -1.905    -0.219
     1.136    -0.181     0.892
     1.936    -1.550     0.020
    -1.302     1.831     0.248
    -1.056     1.919     0.297
    -0.013    -1.011    -0.007
     1.746     1.545     0.025
     0.611     1.354     0.123
    -1.841     0.472    -0.858
     1.760     0.762     0.711
     1.790    -0.690     0.753
    -1.080     0.911    -0.541
    -0.831    -1.933     0.262
     0.924     1.867    -0.233
     1.691     0.328     0.940
     0.605     0.828     0.385
    -1.867     1.943     0.348
     1.395    -0.344     0.927
    -1.224     0.986    -0.519
     1.774    -0.588     0.815
    -0.372     0.023    -0.363
    -1.360    -1.600     0.029
     1.693     1.606    -0.035
    -1.490    -0.578    -0.835
     1.121    -1.959    -0.340
    -0.780    -0.292    -0.673
     1.577     1.556     0.015
     0.836     1.846    -0.202
    -0.666     1.855     0.173
     1.023     1.718    -0.125
     0.283    -0.597     0.231
    -1.854     1.023    -0.500
     1.489     0.389     0.922
    -0.041     1.801     0.009
    -1.985    -0.500    -0.803
     1.187     1.556     0.014
     0.540    -1.941    -0.186
    -0.771     0.976    -0.390
     0.891     1.582    -0.009
     0.818     0.998     0.396
     1.196    -1.627    -0.053
     0.202    -1.790    -0.044
    -0.425     0.731    -0.307
     1.621     0.430     0.908
     1.266     1.338     0.220
     0.151     1.108     0.067
    -1.402    -1.853     0.274
     1.437     0.830     0.669
     0.357    -0.224     0.340
     0.554    -0.201     0.515
    -0.731    -1.458    -0.075
    -1.818     0.913    -0.593
     1.831    -0.668     0.759
     0.354    -0.779     0.247
    -1.778    -0.723    -0.734
    -0.191     1.123    -0.082
    -0.241    -0.436    -0.216
     1.100    -1.315     0.226
     0.997    -0.785     0.594
    -0.019    -0.898    -0.012
     1.024     0.004     0.854
     1.350    -1.879    -0.296
    -1.204    -1.619     0.045
    -0.769     1.972     0.272
     0.128    -1.544     0.003
     0.521    -0.816     0.341
    -1.704     0.967    -0.563
    -0.290    -0.194    -0.281
    -0.439    -0.323    -0.403
     0.255    -0.041     0.252
     0.422     0.639     0.329
     0.865     0.413     0.697
     1.683     0.127     0.986
     0.172    -0.374     0.159
     0.044     1.983    -0.018
    -1.004    -0.578    -0.707
    -0.899     1.292    -0.215
    -0.296    -0.067    -0.291
     0.011     1.684    -0.001
     0.646    -1.274     0.176
    -0.153     1.867     0.045
    -1.465     0.511    -0.867
     0.969    -1.058     0.404
    -1.480     1.940     0.359
     0.311    -1.869    -0.090
     0.249    -0.225     0.241
     1.667    -0.821     0.678
    -0.475     1.491    -0.036
    -1.972     1.108    -0.411
     1.113     0.329     0.849
    -1.329     1.910     0.323
     1.764    -0.549     0.837
     1.107    -1.404     0.149
    -0.640     0.492    -0.526
     0.698     0.274     0.619
    -0.509     1.647     0.037
    -0.254    -1.081    -0.118
     0.294     0.991     0.159
     0.227     1.326     0.055
    -1.848     0.743    -0.708
    -1.600    -0.334    -0.944
    -0.686     1.132    -0.269
    -0.601    -0.631    -0.456
    -1.285    -1.909     0.318
     1.854    -0.523     0.832
     0.391    -0.263     0.368
     0.839    -1.391     0.133
    -0.986    -0.228    -0.812
     1.725     0.680     0.769
    -0.414     0.780    -0.286
    -0.428    -0.543    -0.355
     1.435     0.568     0.835
    -1.478     1.318    -0.249
    -1.763    -1.479    -0.090
     1.975    -0.106     0.914
    -0.243     0.086    -0.239
    -1.965    -0.774    -0.660
    -1.647    -0.666    -0.784
    -0.940    -1.206    -0.288
    -1.041    -1.238    -0.282
     0.629     1.462     0.064
     1.392     1.075     0.468
    -0.523    -1.996     0.206
    -0.986    -1.015    -0.440
     0.364    -1.815    -0.086
    -1.747    -1.909     0.326
     1.714     0.103     0.985
    -1.338     1.008    -0.519
    -1.492     0.106    -0.991
     0.901     0.007     0.784
    -1.460    -1.488    -0.082
     0.365    -0.159     0.352
     1.145    -1.262     0.277
     0.554    -0.187     0.517
     1.550    -0.467     0.893
     1.192    -0.119     0.922
     0.510    -1.952    -0.182
    -0.581     0.074    -0.547
     1.528    -0.854     0.656
     0.823    -1.267     0.219
     0.064     1.362     0.013
     0.776     1.514     0.040
    -0.214    -0.381    -0.197
    -1.644     1.308    -0.259
    -0.720    -1.749     0.117
     1.849    -1.261     0.293
     0.109     0.682     0.085
    -1.170     0.587    -0.767
     1.870     1.502     0.066
    -1.020     1.556    -0.013
    -1.965     1.238    -0.302
     1.653     0.855     0.654
     1.750     0.595     0.815
     0.218     0.521     0.187
     1.049     0.746     0.637
    -0.028    -0.578    -0.023
     1.503     1.263     0.303
    -1.038    -1.450    -0.104
     0.600     1.834    -0.147
    -1.684    -0.619    -0.809
     1.692    -1.512     0.058
     1.248    -0.968     0.538
    -1.822    -0.372    -0.902
    -1.020     1.005    -0.457
    -0.905     0.395    -0.726
     0.616     1.521     0.029
     1.619    -1.264     0.301
     1.988    -0.003     0.914
    -0.591     1.748     0.098
    -1.920     1.860     0.268
    -1.080     1.351    -0.192
     0.144    -0.593     0.119
    -1.961     0.325    -0.877
     1.727     1.721    -0.148
     0.793    -1.351     0.156
     0.322     0.101     0.315
    -0.270     0.408    -0.244
    -1.343    -0.075    -0.971
     1.931    -0.020     0.936
     1.796    -1.474     0.094
    -0.137     1.707     0.019
     0.321     0.899     0.196
    -0.171     1.062    -0.083
     0.588     1.246     0.177
    -0.467     1.963     0.172
    -0.937     1.352    -0.175
     0.540     0.987     0.283
     0.693    -1.506     0.041
     1.446    -0.085     0.989
     0.992    -0.157     0.827
     0.885    -0.929     0.464
    -1.330    -0.911    -0.595
     1.656     0.394     0.920
    -0.268     0.955    -0.153
     1.129    -1.751    -0.162
     0.288     0.839     0.190
     1.691     1.069     0.477
     1.814    -1.213     0.340
     1.552     1.792    -0.220
    -0.828     0.808    -0.509
    -0.754     1.305    -0.180
    -1.438     0.420    -0.905
    -1.935     1.741     0.159
     1.714    -1.292     0.272
    -1.067     0.016    -0.876
    -0.098    -1.526    -0.004
     1.037     1.579    -0.007
    -0.332    -1.795     0.072
     1.602     1.557     0.014
    -0.896     0.082    -0.778
    -0.449     1.626     0.024
     0.763     0.949     0.403
     1.839     1.198     0.351
     1.028    -1.203     0.308
    -0.668     1.428    -0.088
    -0.000    -1.524    -0.000
     1.454    -0.901     0.617
    -1.621     1.808     0.235
     1.631     0.995     0.543
     0.648    -1.916    -0.205
     0.378     0.117     0.367
    -1.512     0.293    -0.956
     0.899    -0.651     0.622
    -0.251     0.840    -0.166
     1.521     0.242     0.970
     1.162     0.706     0.698
     0.824    -0.693     0.565
     1.423     1.700    -0.128
    -0.963     0.241    -0.797
     1.237     1.456     0.108
     0.439     0.158     0.420
    -0.321     0.679    -0.246
    -0.302    -0.133    -0.295
    -0.928     1.588     0.014
    -1.567    -0.982    -0.555
    -1.034    -1.968     0.332
     1.410    -0.784     0.699
    -1.789     0.981    -0.543
    -0.186    -0.723    -0.139
     1.692    -1.293     0.272
     1.635    -1.338     0.230
     1.885     0.228     0.926
    -0.892     1.241    -0.252
    -1.793     0.505    -0.853
     0.862    -1.124     0.328
    -0.647     1.343    -0.136
     1.015    -1.902    -0.276
    -0.169    -0.829    -0.114
     1.645    -0.690     0.769
    -1.292    -0.961    -0.550
     1.122     0.424     0.821
     1.805     1.348     0.215
    -1.101    -0.543    -0.763
     0.138     0.705     0.105
     1.675    -0.025     0.994
     1.590     0.636     0.804
     0.727     0.511     0.580
    -1.303    -1.114    -0.426
     1.676    -1.228     0.334
     0.703    -0.494     0.569
    -1.352     1.088    -0.454
     1.372    -1.679    -0.106
     1.742     0.091     0.981
    -0.064     0.254    -0.062
     0.406     0.192     0.388
     1.377    -1.703    -0.130
     1.360    -1.583    -0.012
     0.982    -0.999     0.450
     0.383     1.099     0.170
     0.890     0.233     0.756
     0.600     1.684    -0.064
     1.431     0.460     0.887
    -1.563     0.134    -0.991
     0.621    -0.392     0.538
    -0.637    -1.077    -0.282
     1.108     1.971    -0.348
    -0.176     0.082    -0.175
     1.322     0.197     0.951
    -1.851    -0.667    -0.755
    -0.766     0.313    -0.660
     1.846    -1.985    -0.387
    -0.342    -1.462    -0.037
    -1.855    -1.356    -0.205
     0.028    -0.034     0.028
    -0.825    -1.287    -0.206
    -0.366    -0.288    -0.343
    -0.192    -0.107    -0.189
    -0.334    -1.385    -0.061
     1.825     1.599    -0.027
     0.664    -1.453     0.072
     0.077     0.834     0.052
    -1.442     1.230    -0.332
    -0.296    -1.633     0.018
    -1.358     1.908     0.323
     1.070    -1.152     0.357
     1.594    -1.191     0.370
    -1.554    -1.041    -0.505
     0.781     0.319     0.668
    -0.142     0.909    -0.087
     1.654    -0.028     0.996
    -1.897     0.846    -0.628
     1.355    -1.815    -0.236
     1.970    -0.368     0.859
     1.300     0.264     0.930
    -1.180     1.703     0.122
    -1.258    -1.607     0.035
     1.345    -0.073     0.972
    -1.836    -1.132    -0.410
     0.794     1.467     0.074
    -1.768     0.553    -0.834
    -1.488     0.040    -0.996
    -1.847     1.512    -0.056
     0.013    -1.704    -0.002
    -0.766    -0.845    -0.461
    -0.881     1.042    -0.389
    -0.328     0.439    -0.291
     1.748    -1.816    -0.239
    -1.587    -0.161    -0.987
    -0.650     1.512    -0.036
    -1.935    -1.101    -0.423
    -1.403    -0.031    -0.985
     1.929    -1.070     0.450
     1.783     1.385     0.180
    -1.407     0.815    -0.677
    -1.928    -0.022    -0.937
     0.914     1.425     0.115
    -0.850     0.137    -0.744
     0.897     1.974    -0.307
    -0.784     1.825     0.177
    -1.334     1.743     0.166
    -0.610    -0.318    -0.544
     0.231    -1.827    -0.058
    -0.973     1.603     0.027
    -1.320    -1.597     0.025
    -0.839    -0.784    -0.527
     0.164     0.395     0.150
    -1.740     0.745    -0.725
    -1.267    -0.704    -0.727
    -0.267     1.337    -0.061
     0.505     1.858    -0.137
     0.696     1.456     0.074
    -0.681    -1.235    -0.208
     0.009    -0.115     0.009
     0.897    -0.948     0.455
     1.656     1.356     0.212
     1.574     1.618    -0.047
     0.711     1.179     0.249
     1.237    -0.013     0.945
     0.615     0.666     0.454
    -0.404     0.254    -0.380
    -1.523    -1.048    -0.498
    -1.687     0.735    -0.737
     1.625    -0.007     0.999
    -0.018    -0.079    -0.018
     0.796    -0.030     0.714
     0.246     0.571     0.205
    -0.665     1.600     0.018
    -1.542    -1.137    -0.420
    -0.094    -0.094    -0.093
    -0.074     1.157    -0.030
     1.678     0.470     0.887
    -1.523     0.666    -0.785
     0.136     0.348     0.128
    -1.685    -0.697    -0.762
     1.304    -0.887     0.609
    -1.154     0.613    -0.748
    -1.371    -0.128    -0.972
    -0.114    -1.543    -0.003
     0.407    -0.233     0.385
     0.682     0.026     0.630
    -1.525     0.164    -0.986
     0.879    -1.161     0.307
    -0.921     1.782     0.167
    -0.730     0.267    -0.643
     1.701    -1.516     0.054
     0.108     0.794     0.076
     1.450     0.589     0.826
    -1.169     0.916    -0.561
    -1.465    -1.337    -0.230
    -0.039     1.188    -0.015
     0.686     0.000     0.633
    -1.304     0.122    -0.957
     0.728    -1.379     0.127
     0.585    -1.521     0.028
     0.609     1.628    -0.033
     0.119     0.114     0.118
     1.844    -0.791     0.677
     0.284     1.995    -0.115
    -1.951     1.375    -0.180
    -0.007     1.714     0.001
    -1.960    -0.289    -0.887
    -1.262     1.590     0.019
    -1.611     0.324    -0.947
    -1.779    -1.566    -0.005
     0.406     1.205     0.141
    -0.365    -0.635    -0.288
     1.048     0.075     0.864
    -0.324    -1.253    -0.099
    -0.173     1.559    -0.002
    -1.795     0.099    -0.970
    -0.783     1.302    -0.187
     1.007     1.810    -0.200
    -0.159    -1.838     0.042
    -1.503    -0.089    -0.994
     0.841    -1.607    -0.027
     0.784     1.917    -0.240
    -1.791    -0.603    -0.803
    -0.288    -0.146    -0.281
     1.767     0.648     0.782
    -0.473     1.967     0.176
    -0.495     0.496    -0.418
    -1.355     0.100    -0.972
     0.609    -1.107     0.256
    -1.020     0.068    -0.850
     0.793    -0.764     0.515
    -1.998    -0.334    -0.860
    -0.755    -1.279    -0.197
    -1.903    -0.306    -0.902
     1.126     0.001     0.903
    -0.848     1.441    -0.097
     1.342     0.033     0.973
     1.668    -0.006     0.995
    -0.947     1.972     0.317
    -1.389     1.326    -0.238
     1.692    -1.180     0.378
    -1.519     0.173    -0.984
    -1.279    -1.487    -0.080
    -0.403    -0.778    -0.280
     0.053    -1.436     0.007
     1.847     0.895     0.602
     1.516     0.333     0.944
    -0.081    -1.465    -0.009
    -0.978    -1.542    -0.024
     0.950    -0.919     0.493
    -0.859    -0.019    -0.757
    -1.575    -0.238    -0.972
    -1.306     1.880     0.294
     1.854    -1.272     0.282
    -1.956     0.672    -0.725
    -0.488    -1.641     0.033
    -1.513     1.420    -0.150
     1.127    -0.017     0.903
    -1.806    -1.190    -0.362
     1.313     0.526     0.836
    -1.982     1.584     0.012
    -0.986    -1.375    -0.162
    -0.336     0.667    -0.259
     0.085    -0.306     0.081
     0.702    -1.636    -0.042
     0.025     1.386     0.005
     1.775     0.334     0.925
    -1.185    -1.267    -0.277
     1.258     1.266     0.285
    -1.156    -0.976    -0.513
     1.978     1.573    -0.002
     1.678     0.958     0.572
     0.139    -1.573    -0.000
    -0.265     0.660    -0.207
    -1.095     0.745    -0.653
    -1.867     1.265    -0.288
    -0.759     0.880    -0.438
    -0.342     1.434    -0.046
    -0.883     0.936    -0.458
     0.937    -1.039     0.408
    -0.148    -0.530    -0.127
     0.480    -1.325     0.112
     1.732     0.832     0.665
     1.596     1.640    -0.069
    -0.691    -1.442    -0.082
     0.073     0.827     0.049
     1.411    -1.723    -0.150
     0.501    -0.936     0.285
    -0.230     1.672     0.023
    -1.231    -1.251    -0.296
     1.732    -1.480     0.090
     0.626    -0.518     0.509
    -1.555     1.372    -0.197
    -0.477    -1.412    -0.073
     0.878     0.444     0.695
     0.425    -1.100     0.187
     0.994    -1.901    -0.272
     0.418     0.260     0.392
     1.650    -0.503     0.873
    -1.976    -0.992    -0.502
    -1.394    -1.058    -0.483
     0.602     1.491     0.045
     0.938     0.293     0.772
    -1.680     1.980     0.396
     0.225    -1.899    -0.072
     1.148     1.815    -0.220
     0.920     0.489     0.702
    -1.698     0.137    -0.983
     1.699    -0.837     0.664
     0.520    -1.114     0.219
     0.039    -1.969    -0.015
    -1.182    -1.204    -0.332
    -0.555    -0.706    -0.401
     0.036     1.799    -0.008
     0.141     0.487     0.124
    -0.069     0.844    -0.046
    -1.848    -0.393    -0.889
    -0.768     1.428    -0.099
     0.694     0.036     0.639
     0.011     1.036     0.006
    -1.750    -0.571    -0.828
     1.909    -0.255     0.913
     0.996    -1.794    -0.186
     1.559     1.271     0.295
    -0.310     0.795    -0.214
    -0.683     1.737     0.104
     0.071     1.456     0.008
     0.836     0.837     0.497
     0.175    -0.664     0.137
    -0.546     0.502    -0.455
     1.360    -1.958    -0.369
     1.589     1.194     0.368
    -0.071    -1.602     0.002
    -0.044    -1.011    -0.024
    -1.522     1.767     0.195
     0.783     1.781    -0.147
    -0.864     0.416    -0.695
    -1.121    -1.286    -0.253
     0.149    -0.050     0.148
     1.230     1.613    -0.039
     0.023     1.579    -0.000
    -1.584    -0.708    -0.760
     0.926     0.521     0.693
     0.864    -1.941    -0.275
    -1.331     0.019    -0.971
     1.618    -1.208     0.354
    -1.452     0.205    -0.972
    -1.567     1.301    -0.266
    -0.485     0.935    -0.277
     0.338     1.533     0.013
    -0.170    -0.140    -0.168
     0.430    -1.797    -0.094
    -1.348    -1.046    -0.489
     1.093    -0.739     0.656
    -0.961     1.800     0.186
     1.647     1.306     0.261
     0.692     0.357     0.598
    -0.565     0.242    -0.520
     1.186    -0.165     0.914
    -1.191     0.477    -0.825
     0.595     0.862     0.364
    -0.292     0.276    -0.277
    -0.315    -0.346    -0.292
     1.605     1.872    -0.297
     1.702     0.382     0.920
    -0.934    -1.366    -0.163
    -0.018     0.688    -0.014
     0.775     0.451     0.630
    -0.743     1.733     0.109
    -1.255    -1.440    -0.124
     0.561     0.193     0.522
    -1.173     1.998     0.382
     0.914     1.741    -0.134
    -0.817    -0.466    -0.651
     1.907     0.652     0.750
    -0.794    -0.015    -0.713
    -1.241    -1.544    -0.025
     1.337     1.384     0.181
     0.844    -0.226     0.729
    -0.670    -0.915    -0.379
     1.739     0.043     0.985
    -1.471    -1.999     0.413
    -0.269    -1.336    -0.062
     1.657    -0.154     0.984
    -1.169     0.798    -0.643
     0.960     0.297     0.783
    -0.336    -0.677    -0.257
    -0.174     1.598     0.005
     1.088     1.476     0.084
    -0.063    -0.847    -0.041
     1.140    -1.720    -0.135
     1.426    -1.102     0.447
     1.993     1.086     0.425
     1.165     1.118     0.402
    -1.156    -1.844     0.246
     0.562     1.635    -0.034
    -1.626    -0.212    -0.976
     0.811    -0.942     0.426
    -0.166     1.573     0.000
    -0.470     0.621    -0.369
     0.918     0.602     0.655
    -0.412     1.265    -0.120
    -1.628     1.995     0.410
    -0.501    -0.088    -0.478
     1.051    -1.967    -0.335
    -0.398     0.545    -0.331
    -0.911     1.725     0.121
    -0.093    -0.531    -0.080
     1.769    -0.721     0.736
     0.537     1.201     0.185
     1.885    -0.484     0.842
     0.404     1.546     0.010
     0.138    -1.263     0.042
    -0.922     1.365    -0.163
    -1.865     0.058    -0.955
